body_mm,nose_mm,nose_shape,span_mm,fin_root_mm,motor,wind_m_s,launch_mass_g,loaded_cg_mm,apogee_m,guide_m_s,stability_cal,deployment_m_s,descent_m_s,drift_m,status
560.0,40.0,conical,45.0,65.0,D12-5,4.0,218.66354414938994,334.99263082908004,172.6487977142013,12.753884706206787,1.601332289971716,6.248034714512794,4.887074039753384,98.91626208036708,completed
560.0,40.0,conical,50.0,65.0,D12-5,4.0,219.85648520476093,336.31395775929764,169.72401649199625,12.912217238533884,1.8828975726641293,6.721469594764647,4.901808338715291,94.45631178597836,completed
560.0,40.0,conical,53.65384615384615,65.0,D12-5,4.0,220.72824982214743,337.2705106813967,167.63147469330286,12.851486391132303,2.055400471627285,7.044689772694294,4.912547780718684,91.40812783994728,completed
560.0,40.0,conical,55.0,65.0,D12-5,4.0,221.0494262601319,337.6210230361891,166.86799123937328,12.82923220043386,2.114452357925203,7.164269275105236,4.916498491306464,90.30850421819042,completed
560.0,40.0,conical,65.0,65.0,D12-5,4.0,223.4353083708739,340.19328236087546,161.34304474843017,12.66593216435791,2.4882779103312305,8.008826904887249,4.945747942584049,82.5725539667332,completed
560.0,50.0,conical,45.0,65.0,D12-5,4.0,219.2932248746824,344.05363826791296,175.5971731754776,12.712266691648596,1.5808682907201483,6.0643281073970385,4.894856930614739,100.44534915816824,completed
560.0,50.0,conical,50.0,65.0,D12-5,4.0,220.4861659300534,345.3762720768451,172.5432086838107,12.870410213807649,1.864668722066437,6.514421101585867,4.909567814755707,95.8865240534561,completed
560.0,50.0,conical,53.65384615384615,65.0,D12-5,4.0,221.35793054743993,346.3337968108053,170.35072404464182,12.81000444047845,2.0383994008419064,6.831560541467201,4.920290341749406,92.72051653848581,completed
560.0,50.0,conical,55.0,65.0,D12-5,4.0,221.6791069854244,346.6846706771163,169.54951751963154,12.787869494525415,2.097935458126174,6.948343423189711,4.9242348417882065,91.57711433113023,completed
560.0,50.0,conical,65.0,65.0,D12-5,4.0,224.0649890961664,349.2596717252111,163.79760698765546,12.62543955303137,2.4751167013401045,7.767965653585275,4.953438646937995,83.70991765039084,completed
560.0,60.0,conical,45.0,65.0,D12-5,4.0,219.92290559997505,353.1057032471042,177.23247130774607,12.911120669827765,1.5748885896661762,5.970429266177476,4.902627420448499,101.32029968504484,completed
560.0,60.0,conical,50.0,65.0,D12-5,4.0,221.11584665534602,354.42968473686784,174.06504055273362,12.828148800079736,1.846181754421539,6.432112422623115,4.917315062429313,96.48709517754206,completed
560.0,60.0,conical,53.65384615384615,65.0,D12-5,4.0,221.98761127273255,355.38821072706935,171.81904042484246,12.768075864356685,2.021261357980862,6.739443540898275,4.928020751242329,93.28296775675598,completed
560.0,60.0,conical,55.0,65.0,D12-5,4.0,222.308787710717,355.7394568749279,171.00223284526857,12.746062570081593,2.0812822535183084,6.85033625620011,4.931959072380192,92.14399566783898,completed
560.0,60.0,conical,65.0,65.0,D12-5,4.0,224.69466982145903,358.3172783734341,165.14802858189947,12.82192994456837,2.478066076198779,7.626385316392094,4.961117440181672,84.40568782216306,completed
560.0,70.0,conical,45.0,65.0,D12-5,4.0,220.55258632526755,362.14890235919734,178.03526838731472,12.868249658293985,1.5544808460386152,5.945510108241972,4.910385594786742,101.53407664162843,completed
560.0,70.0,conical,50.0,65.0,D12-5,4.0,221.74552738063855,363.4742715722665,174.81003388065733,12.785741890570177,1.8275724349557148,6.405186395719023,4.925050201542001,96.59859960143854,completed
560.0,70.0,conical,53.65384615384615,65.0,D12-5,4.0,222.61729199802508,364.4338277162763,172.54207129968077,12.726004182366252,2.004002220420337,6.700992797063972,4.935739033484561,93.41147968524669,completed
