design,body_mm,nose_mm,nose_shape,motor,fin_count,span_mm,variant,variant_size,wind_m_s,wind_heading_deg,launch_mass_g,loaded_cg_mm,added_mass_g,collar_mass_g,status,warnings,apogee_m,guide_m_s,stability_cal,deployment_m_s,descent_m_s,drift_m
b500-n50-conical-E12-3f-s55p0000-baseline-0,500,50,conical,E12-6,3,55,baseline,0,2,0,234.9791069854244,329.7627079922034,0,27.321176437984473,completed,[],318.5343889234709,13.129066466021543,1.9366263075534222,4.0488778585357,4.905897224492313,87.69771962182826
b500-n50-conical-E12-3f-s55p0000-baseline-0,500,50,conical,E12-6,3,55,baseline,0,4,0,234.9791069854244,329.7627079922034,0,27.321176437984473,completed,[],310.1453937391461,13.126981052176209,1.539792464131495,7.711200025979215,4.905897080488079,173.24048581806423
b500-n50-conical-E12-4f-s45p0000-baseline-0,500,50,conical,E12-6,4,45,baseline,0,0,0,236.17268503701067,330.7671187787782,0,28.51475448957076,completed,[],320.76548627243756,13.056045655706097,2.242802923586312,1.6621271700547198,4.9205838591055215,0.19003364906560716
b500-n50-conical-E12-4f-s45p0000-baseline-0,500,50,conical,E12-6,4,45,baseline,0,2,0,236.17268503701067,330.7671187787782,0,28.51475448957076,completed,[],317.7401895228676,13.051085433434263,1.8855231057466064,4.048186653927166,4.920583667700549,86.98776244701958
b500-n50-conical-E12-4f-s45p0000-baseline-0,500,50,conical,E12-6,4,45,baseline,0,4,0,236.17268503701067,330.7671187787782,0,28.51475448957076,completed,[],309.3838642311129,13.049075129601741,1.4882555387097487,7.717953651437276,4.92058351741787,171.99763261256328
b500-n50-conical-E12-4f-s50p0000-baseline-0,500,50,conical,E12-6,4,50,baseline,0,0,0,237.76327311083867,332.0899809440676,0,30.10534256339874,completed,[],314.1144416692588,12.952551774756946,2.4386099547133275,2.4523537081012803,4.94008749082051,0.1818627169708845
b500-n50-conical-E12-4f-s50p0000-baseline-0,500,50,conical,E12-6,4,50,baseline,0,2,0,237.76327311083867,332.0899809440676,0,30.10534256339874,completed,[],310.95375456084605,12.94748331447206,2.1189355255980185,4.533294855200339,4.940087276875712,82.58743911915495
b500-n50-conical-E12-4f-s50p0000-baseline-0,500,50,conical,E12-6,4,50,baseline,0,4,0,237.76327311083867,332.0899809440676,0,30.10534256339874,completed,[],302.20517887345727,12.94547665732455,1.7201196000532506,8.279807484389492,4.940087155777127,162.7459055354008
b500-n50-conical-E12-4f-s53p6538-baseline-0,500,50,conical,E12-6,4,53.65384615384615,baseline,0,0,0,238.92562593402062,333.0455493521621,0,31.267695386580698,completed,[],309.3440082461853,13.123007916340557,2.673341409713989,3.02380123877626,4.9542915922603665,0.17469907398422654
b500-n50-conical-E12-4f-s53p6538-baseline-0,500,50,conical,E12-6,4,53.65384615384615,baseline,0,2,0,238.92562593402062,333.0455493521621,0,31.267695386580698,completed,[],306.12293367442464,13.117713397252853,2.2717665242124565,4.90341487276061,4.954291443973919,79.81174663537465
b500-n50-conical-E12-4f-s53p6538-baseline-0,500,50,conical,E12-6,4,53.65384615384615,baseline,0,4,0,238.92562593402062,333.0455493521621,0,31.267695386580698,completed,[],297.1976279954853,13.11552172892352,1.8788401657095355,8.64553776502546,4.954291236466682,156.93544811189957
b500-n50-conical-E12-4f-s55p0000-baseline-0,500,50,conical,E12-6,4,55,baseline,0,0,0,239.35386118466658,333.3952613684733,0,31.695930637226677,completed,[],307.6100628840268,13.095173203866663,2.649465730641856,3.2323105267538126,4.9595144460780896,0.17123509255163852
b500-n50-conical-E12-4f-s55p0000-baseline-0,500,50,conical,E12-6,4,55,baseline,0,2,0,239.35386118466658,333.3952613684733,0,31.695930637226677,completed,[],304.3630932239169,13.089848558805114,2.3189929272744862,5.052419791505189,4.95951429170048,78.76196330951711
b500-n50-conical-E12-4f-s55p0000-baseline-0,500,50,conical,E12-6,4,55,baseline,0,4,0,239.35386118466658,333.3952613684733,0,31.695930637226677,completed,[],295.36581898696284,13.087657557866793,1.9278051329732335,8.79100251565659,4.959514087110919,154.75261675197657
b500-n40-ogive-D12-3f-s45p0000-baseline-0,500,40,ogive,D12-5,3,45,baseline,0,0,0,218.3213667099249,304.1858221934024,0,24.935294327242488,completed,[],193.74757878840526,12.789456374257062,2.3724332944096287,0.19221522006674954,4.882950888836942,0.09572154750680835
b500-n40-ogive-D12-3f-s45p0000-baseline-0,500,40,ogive,D12-5,3,45,baseline,0,2,0,218.3213667099249,304.1858221934024,0,24.935294327242488,completed,[],191.9284303714817,12.785184830497336,1.506907282105547,3.0708391764960696,4.882950809520247,53.741978765468865
b500-n40-ogive-D12-3f-s45p0000-baseline-0,500,40,ogive,D12-5,3,45,baseline,0,4,0,218.3213667099249,304.1858221934024,0,24.935294327242488,completed,[],186.90335145697154,12.783652941146634,1.350651578974732,6.088745882143127,4.882950669235778,106.9250999018
b500-n40-ogive-D12-3f-s50p0000-baseline-0,500,40,ogive,D12-5,3,50,baseline,0,0,0,219.5143077652959,305.35055965753895,0,26.1282353826135,completed,[],190.5031414536895,12.706687135050917,2.0275344853952535,0.3393710477053048,4.8976982080776486,0.09474898544980125
b500-n40-ogive-D12-3f-s50p0000-baseline-0,500,40,ogive,D12-5,3,50,baseline,0,2,0,219.5143077652959,305.35055965753895,0,26.1282353826135,completed,[],188.59488061701117,12.702320135227136,1.7761653915975528,3.2127607301364285,4.897698149756213,51.27997593017081
b500-n40-ogive-D12-3f-s50p0000-baseline-0,500,40,ogive,D12-5,3,50,baseline,0,4,0,219.5143077652959,305.35055965753895,0,26.1282353826135,completed,[],183.29861318507386,12.700784425005077,1.5958610713523274,6.428913955764914,4.897698016817734,101.67817937849328
b500-n40-ogive-D12-3f-s53p6538-baseline-0,500,40,ogive,D12-5,3,53.65384615384615,baseline,0,0,0,220.3860723826824,306.19373984675934,0,27.0,completed,[],188.16395982821612,12.887525143638317,2.257424650888637,0.7242354470343542,4.908447187874589,0.09297703268195899
b500-n40-ogive-D12-3f-s53p6538-baseline-0,500,40,ogive,D12-5,3,53.65384615384615,baseline,0,2,0,220.3860723826824,306.19373984675934,0,27.0,completed,[],186.2040729599802,12.882962545383352,1.9841206271515663,3.34080858665771,4.908447041507753,49.67963546595885
b500-n40-ogive-D12-3f-s53p6538-baseline-0,500,40,ogive,D12-5,3,53.65384615384615,baseline,0,4,0,220.3860723826824,306.19373984675934,0,27.0,completed,[],180.7569033918874,12.881269744966685,1.7669101170231079,6.65339181158754,4.9084469921889555,98.2928665671878
b500-n40-ogive-D12-3f-s55p0000-baseline-0,500,40,ogive,D12-5,3,55,baseline,0,0,0,220.70724882066688,306.50270611574246,0,27.321176437984466,completed,[],187.31057870013808,12.865197583371978,1.7550390547641255,0.8652721051491911,4.912401387711861,0.0909855735685558
b500-n40-ogive-D12-3f-s55p0000-baseline-0,500,40,ogive,D12-5,3,55,baseline,0,2,0,220.70724882066688,306.50270611574246,0,27.321176437984466,completed,[],185.3284963690076,12.860607691845324,2.0539576347329933,3.403093932874511,4.91240124126646,49.071644195385055
b500-n40-ogive-D12-3f-s55p0000-baseline-0,500,40,ogive,D12-5,3,55,baseline,0,4,0,220.70724882066688,306.50270611574246,0,27.321176437984466,completed,[],179.81908170419754,12.858913457684336,1.8208780406388652,6.746766241258438,4.912401190728531,97.0021826387638
b500-n40-ogive-D12-4f-s45p0000-baseline-0,500,40,ogive,D12-5,4,45,baseline,0,0,0,221.90082687225316,307.64304093610303,0,28.51475448957076,completed,[],186.19770584460625,12.783378453568892,1.6160661396187885,0.9684327196282032,4.927068439374497,0.09185433098051428
b500-n40-ogive-D12-4f-s45p0000-baseline-0,500,40,ogive,D12-5,4,45,baseline,0,2,0,221.90082687225316,307.64304093610303,0,28.51475448957076,completed,[],184.23027961668092,12.778867394060448,1.9801957487485806,3.420074660898569,4.927068277903396,48.497652974314136
b500-n40-ogive-D12-4f-s45p0000-baseline-0,500,40,ogive,D12-5,4,45,baseline,0,4,0,221.90082687225316,307.64304093610303,0,28.51475448957076,completed,[],178.77166078168378,12.777243963234836,1.765513974440636,6.762535786225819,4.92706823330949,95.92518505722819
b500-n40-ogive-D12-4f-s50p0000-baseline-0,500,40,ogive,D12-5,4,50,baseline,0,0,0,223.49141494608114,309.14378332511666,0,30.10534256339873,completed,[],182.23470455838353,12.674993556734742,2.3084027342248037,1.623939217725103,4.946546506773792,0.08703635356584447
b500-n40-ogive-D12-4f-s50p0000-baseline-0,500,40,ogive,D12-5,4,50,baseline,0,2,0,223.49141494608114,309.14378332511666,0,30.10534256339873,completed,[],180.1746722338057,12.670357440115184,2.30292897320307,3.759483531939171,4.946546423289772,45.731526488384645
b500-n40-ogive-D12-4f-s50p0000-baseline-0,500,40,ogive,D12-5,4,50,baseline,0,4,0,223.49141494608114,309.14378332511666,0,30.10534256339873,completed,[],174.46103736751434,12.66873418906673,1.9948111016125567,7.208550637653097,4.946546296195601,90.16377355851161
b500-n40-ogive-D12-4f-s53p6538-baseline-0,500,40,ogive,D12-5,4,53.65384615384615,baseline,0,0,0,224.6537677692631,310.22704060495244,0,31.267695386580698,completed,[],179.4018880416332,12.834664982612928,2.643782784097917,2.096542320814282,4.960732114672514,0.08403599963126362
b500-n40-ogive-D12-4f-s53p6538-baseline-0,500,40,ogive,D12-5,4,53.65384615384615,baseline,0,2,0,224.6537677692631,310.22704060495244,0,31.267695386580698,completed,[],177.3059540218071,12.829805989828197,2.499607919415363,4.010412162017876,4.960732006592751,44.06761568400323
b500-n40-ogive-D12-4f-s53p6538-baseline-0,500,40,ogive,D12-5,4,53.65384615384615,baseline,0,4,0,224.6537677692631,310.22704060495244,0,31.267695386580698,completed,[],171.4877802569586,12.828019610864372,2.151718779986783,7.476621136883792,4.960731967850438,86.66612462832137
b500-n40-ogive-D12-4f-s55p0000-baseline-0,500,40,ogive,D12-5,4,55,baseline,0,0,0,225.08200301990908,310.62331510720645,0,31.695930637226677,completed,[],178.37352099288557,12.805550481310847,2.8728858121941983,2.268850887684547,4.965948210668889,0.08272882945948996
b500-n40-ogive-D12-4f-s55p0000-baseline-0,500,40,ogive,D12-5,4,55,baseline,0,2,0,225.08200301990908,310.62331510720645,0,31.695930637226677,completed,[],176.26286791286577,12.800656841381192,2.5685015333916,4.113185476871399,4.965948108382112,43.443430794846265
b500-n40-ogive-D12-4f-s55p0000-baseline-0,500,40,ogive,D12-5,4,55,baseline,0,4,0,225.08200301990908,310.62331510720645,0,31.695930637226677,completed,[],170.4110893850364,12.798869880593134,2.1999601058106255,7.5804576059982764,4.965948060345469,85.39082422069862
b500-n40-ogive-E12-3f-s45p0000-baseline-0,500,40,ogive,E12-6,3,45,baseline,0,0,0,234.6213667099249,315.1482555570588,0,24.935294327242488,completed,[],352.95679763612685,13.16115360421956,2.1243444057759713,2.815869816900422,4.901487031039578,0.21880741186286104
b500-n40-ogive-E12-3f-s45p0000-baseline-0,500,40,ogive,E12-6,3,45,baseline,0,2,0,234.6213667099249,315.1482555570588,0,24.935294327242488,completed,[],349.94477026296386,13.1571201116329,1.4731251692466187,4.658207171752353,4.901486823825745,100.15225485936203
b500-n40-ogive-E12-3f-s45p0000-baseline-0,500,40,ogive,E12-6,3,45,baseline,0,4,0,234.6213667099249,315.1482555570588,0,24.935294327242488,completed,[],341.8459348950414,13.1554950471427,1.0980527966948597,7.619943087249347,4.901486549861775,199.46700199409034
b500-n40-ogive-E12-3f-s50p0000-baseline-0,500,40,ogive,E12-6,3,50,baseline,0,0,0,235.81430776529592,316.1770268968513,0,26.1282353826135,completed,[],346.5809470081522,13.082300244084037,2.394323881831988,2.0510048829756395,4.916178779184137,0.2161320923897839
b500-n40-ogive-E12-3f-s50p0000-baseline-0,500,40,ogive,E12-6,3,50,baseline,0,2,0,235.81430776529592,316.1770268968513,0,26.1282353826135,completed,[],343.40878881564726,13.078171843534449,1.7402479986032895,4.424826532999244,4.916178563470145,95.50127488258964
b500-n40-ogive-E12-3f-s50p0000-baseline-0,500,40,ogive,E12-6,3,50,baseline,0,4,0,235.81430776529592,316.1770268968513,0,26.1282353826135,completed,[],334.73152798176625,13.076535655813862,1.347987177469034,7.809714552984738,4.916178400130239,189.6374779220604
b500-n40-ogive-E12-3f-s53p6538-baseline-0,500,40,ogive,E12-6,3,53.65384615384615,baseline,0,0,0,236.6860723826824,316.92226313896305,0,27.0,completed,[],341.9673038990801,13.025178820504923,2.555811641770094,1.4955980891312202,4.92688736080671,0.21432080374372545
b500-n40-ogive-E12-3f-s53p6538-baseline-0,500,40,ogive,E12-6,3,53.65384615384615,baseline,0,2,0,236.6860723826824,316.92226313896305,0,27.0,completed,[],338.7063344435794,13.02097947258268,1.9074292899767302,4.306660245551647,4.926887215477806,92.46714629002265
b500-n40-ogive-E12-3f-s53p6538-baseline-0,500,40,ogive,E12-6,3,53.65384615384615,baseline,0,4,0,236.6860723826824,316.92226313896305,0,27.0,completed,[],329.69763368717355,13.01933516321744,1.5086781847324944,7.943519904768585,4.92688698222188,183.22082173643938
b500-n40-ogive-E12-3f-s55p0000-baseline-0,500,40,ogive,E12-6,3,55,baseline,0,0,0,237.00724882066686,317.19544189881947,0,27.321176437984466,completed,[],340.2830205746768,13.004240364700461,2.6089823274574675,1.2923932881003828,4.930826746573959,0.21013946233815167
b500-n40-ogive-E12-3f-s55p0000-baseline-0,500,40,ogive,E12-6,3,55,baseline,0,2,0,237.00724882066686,317.19544189881947,0,27.321176437984466,completed,[],336.991476590137,13.000014672196976,1.9638065185533415,4.2778221399565295,4.930826610990949,91.39234800104771
b500-n40-ogive-E12-3f-s55p0000-baseline-0,500,40,ogive,E12-6,3,55,baseline,0,4,0,237.00724882066686,317.19544189881947,0,27.321176437984466,completed,[],327.8694141437907,12.998367445861621,1.563652173566641,7.9984114242573225,4.930826391324995,180.9432712253578
b500-n40-ogive-E12-4f-s45p0000-baseline-0,500,40,ogive,E12-6,4,45,baseline,0,0,0,238.20082687225317,318.20416478178424,0,28.51475448957076,completed,[],339.3520103537895,12.927488977315132,2.562061943478872,1.308578105053365,4.945439214440665,0.21339724259202839
b500-n40-ogive-E12-4f-s45p0000-baseline-0,500,40,ogive,E12-6,4,45,baseline,0,2,0,238.20082687225317,318.20416478178424,0,28.51475448957076,completed,[],336.063878165112,12.92332845571758,1.9123413073549729,4.2970173404687495,4.945439068177595,90.6217484478837
b500-n40-ogive-E12-4f-s45p0000-baseline-0,500,40,ogive,E12-6,4,45,baseline,0,4,0,238.20082687225317,318.20416478178424,0,28.51475448957076,completed,[],326.9753111655333,12.921743901982873,1.511805050654842,8.021749984556537,4.945438849635602,179.56502411710804
b500-n40-ogive-E12-4f-s50p0000-baseline-0,500,40,ogive,E12-6,4,50,baseline,0,0,0,239.79141494608115,319.5328388814249,0,30.10534256339873,completed,[],331.58759443156333,13.07009049200518,2.7800325229457767,0.3748335901549389,4.964845257011101,0.2055125355411847
b500-n40-ogive-E12-4f-s50p0000-baseline-0,500,40,ogive,E12-6,4,50,baseline,0,2,0,239.79141494608115,319.5328388814249,0,30.10534256339873,completed,[],328.1856097388467,13.065697255360723,2.1592906979573354,4.250007421301544,4.964845072630817,86.0377546379945
b500-n40-ogive-E12-4f-s50p0000-baseline-0,500,40,ogive,E12-6,4,50,baseline,0,4,0,239.79141494608115,319.5328388814249,0,30.10534256339873,completed,[],318.73819178297344,13.063951073422986,1.7594135657984549,8.261796410921828,4.964844879399682,170.00637144550748
b500-n40-ogive-E12-4f-s53p6538-baseline-0,500,40,ogive,E12-6,4,53.65384615384615,baseline,0,0,0,240.95376776926312,320.49269970229403,0,31.267695386580698,completed,[],326.0425812780972,12.995232620696491,2.574384011860707,0.30104874849275837,4.978978788171217,0.20034573672746123
b500-n40-ogive-E12-4f-s53p6538-baseline-0,500,40,ogive,E12-6,4,53.65384615384615,baseline,0,2,0,240.95376776926312,320.49269970229403,0,31.267695386580698,completed,[],322.56139747946565,12.990799731110963,2.303219487626128,4.332093697865004,4.978978610571036,82.8472013014857
b500-n40-ogive-E12-4f-s53p6538-baseline-0,500,40,ogive,E12-6,4,53.65384615384615,baseline,0,4,0,240.95376776926312,320.49269970229403,0,31.267695386580698,completed,[],312.8843777332019,12.989046418184511,1.9061792623412923,8.488055217787686,4.978978442944486,163.3226881541748
b500-n40-ogive-E12-4f-s55p0000-baseline-0,500,40,ogive,E12-6,4,55,baseline,0,0,0,241.3820030199091,320.84400237008015,0,31.695930637226677,completed,[],324.03293545439453,12.967908755838518,2.2056322321649566,0.5453611542783889,4.984175798506591,0.19886691722515315
b500-n40-ogive-E12-4f-s55p0000-baseline-0,500,40,ogive,E12-6,4,55,baseline,0,2,0,241.3820030199091,320.84400237008015,0,31.695930637226677,completed,[],320.5245081436659,12.963388779778445,2.3510507796627302,4.384816839253513,4.9841756250995815,81.71642617164603
b500-n40-ogive-E12-4f-s55p0000-baseline-0,500,40,ogive,E12-6,4,55,baseline,0,4,0,241.3820030199091,320.84400237008015,0,31.695930637226677,completed,[],310.7788947660601,12.961633065044213,1.955667880768535,8.575962846028776,4.984175461166563,160.983247588568
b530-n40-ogive-D12-3f-s45p0000-baseline-0,530,40,ogive,D12-5,3,45,baseline,0,0,0,219.8213667099249,317.66936397925053,0,24.935294327242488,completed,[],190.97143338030858,12.927302599696203,2.2001009800466056,0.2114062082169483,4.901487021596016,0.09400064529172567
b530-n40-ogive-D12-3f-s45p0000-baseline-0,530,40,ogive,D12-5,3,45,baseline,0,2,0,219.8213667099249,317.66936397925053,0,24.935294327242488,completed,[],189.18280301142215,12.922895040095728,1.5929698557736052,3.0188601973175855,4.901486859396346,52.65753407318304
b530-n40-ogive-D12-3f-s45p0000-baseline-0,530,40,ogive,D12-5,3,45,baseline,0,4,0,219.8213667099249,317.66936397925053,0,24.935294327242488,completed,[],184.23868254982028,12.921254189958354,1.4943368817495957,6.062528574801206,4.901486812788874,104.71285618824749
b530-n40-ogive-D12-3f-s50p0000-baseline-0,530,40,ogive,D12-5,3,50,baseline,0,0,0,221.0143077652959,318.91534530075717,0,26.1282353826135,completed,[],187.8225203015847,12.844291340260124,2.253691622999112,0.7277749276579213,4.916178780145706,0.09206828181965711
b530-n40-ogive-D12-3f-s50p0000-baseline-0,530,40,ogive,D12-5,3,50,baseline,0,2,0,221.0143077652959,318.91534530075717,0,26.1282353826135,completed,[],185.94959231412182,12.83978878023876,1.898459897062337,3.2119489572910003,4.916178618459726,50.290972724868965
b530-n40-ogive-D12-3f-s50p0000-baseline-0,530,40,ogive,D12-5,3,50,baseline,0,4,0,221.0143077652959,318.91534530075717,0,26.1282353826135,completed,[],180.75493819686548,12.838144543534266,1.753041806494897,6.4182706369733475,4.916178575917778,99.67721431259613
b530-n40-ogive-D12-3f-s53p6538-baseline-0,530,40,ogive,D12-5,3,53.65384615384615,baseline,0,0,0,221.8860723826824,319.8173974503998,0,27.0,completed,[],185.5508888353531,12.784190343976341,2.579882941259121,1.1035765821813563,4.926887378023616,0.08963894641686104
b530-n40-ogive-D12-3f-s53p6538-baseline-0,530,40,ogive,D12-5,3,53.65384615384615,baseline,0,2,0,221.8860723826824,319.8173974503998,0,27.0,completed,[],183.6222646403135,12.779619635232988,2.111877951013628,3.384392504409508,4.926887292520052,48.6532383896829
b530-n40-ogive-D12-3f-s53p6538-baseline-0,530,40,ogive,D12-5,3,53.65384615384615,baseline,0,4,0,221.8860723826824,319.8173974503998,0,27.0,completed,[],178.2662778818917,12.777972605790863,1.919549101241265,6.673622395530897,4.926887155056184,96.23737690292413
b530-n40-ogive-D12-3f-s55p0000-baseline-0,530,40,ogive,D12-5,3,55,baseline,0,0,0,222.2072488206669,320.1479482803729,0,27.321176437984473,completed,[],184.72120945381218,12.76201815695399,2.1807856622209583,1.2413351919906281,4.93082678973022,0.08909504272750707
b530-n40-ogive-D12-3f-s55p0000-baseline-0,530,40,ogive,D12-5,3,55,baseline,0,2,0,222.2072488206669,320.1479482803729,0,27.321176437984473,completed,[],182.7731882403756,12.757571147967772,2.1949305375390953,3.453313523400358,4.930826706625423,48.06204785290095
b530-n40-ogive-D12-3f-s55p0000-baseline-0,530,40,ogive,D12-5,3,55,baseline,0,4,0,222.2072488206669,320.1479482803729,0,27.321176437984473,completed,[],177.35980659947387,12.755923184496416,1.9765479289645147,6.771404559136041,4.930826569721822,94.99478996709107
b530-n40-ogive-D12-4f-s45p0000-baseline-0,530,40,ogive,D12-5,4,45,baseline,0,0,0,223.40082687225316,321.3680060722647,0,28.51475448957076,completed,[],183.62778255631056,12.681466759627295,2.048394792759278,1.343706429000001,4.945439206369968,0.08902237251268905
b530-n40-ogive-D12-4f-s45p0000-baseline-0,530,40,ogive,D12-5,4,45,baseline,0,2,0,223.40082687225316,321.3680060722647,0,28.51475448957076,completed,[],181.69179481157224,12.676941205510467,2.120114016569096,3.483518877032992,4.945439126359434,47.48679557378324
b530-n40-ogive-D12-4f-s45p0000-baseline-0,530,40,ogive,D12-5,4,45,baseline,0,4,0,223.40082687225316,321.3680060722647,0,28.51475448957076,completed,[],176.32391905894684,12.675362873281736,1.9175110432107212,6.793484000013325,4.945439063870761,93.91677446870321
b530-n40-ogive-D12-4f-s50p0000-baseline-0,530,40,ogive,D12-5,4,50,baseline,0,0,0,224.99141494608114,322.9738003041572,0,30.10534256339873,completed,[],179.7752092886636,12.81207386529789,2.842932937902987,1.9839766613324075,4.9648452207490195,0.08518384860644736
b530-n40-ogive-D12-4f-s50p0000-baseline-0,530,40,ogive,D12-5,4,50,baseline,0,2,0,224.99141494608114,322.9738003041572,0,30.10534256339873,completed,[],177.76038784114198,12.807299838839853,2.45824109749742,3.844676459165909,4.964845123035572,44.918107861502925
b530-n40-ogive-D12-4f-s50p0000-baseline-0,530,40,ogive,D12-5,4,50,baseline,0,4,0,224.99141494608114,322.9738003041572,0,30.10534256339873,completed,[],172.17428307539745,12.80556292073922,2.1748102879808093,7.231049660279322,4.96484508264681,88.54089312937994
b530-n40-ogive-D12-4f-s53p6538-baseline-0,530,40,ogive,D12-5,4,53.65384615384615,baseline,0,0,0,226.1537677692631,324.13298088018576,0,31.267695386580698,completed,[],177.01965627314001,12.733568139768291,3.182676918066674,2.445782399029266,4.978978786517673,0.08079483193912937
b530-n40-ogive-D12-4f-s53p6538-baseline-0,530,40,ogive,D12-5,4,53.65384615384615,baseline,0,2,0,226.1537677692631,324.13298088018576,0,31.267695386580698,completed,[],174.95463797461542,12.728703556699452,2.6649422269028795,4.134190472287062,4.978978683836314,43.14035664234008
b530-n40-ogive-D12-4f-s53p6538-baseline-0,530,40,ogive,D12-5,4,53.65384615384615,baseline,0,4,0,226.1537677692631,324.13298088018576,0,31.267695386580698,completed,[],169.22839109100178,12.726966912871438,2.3270104194214016,7.55436972426188,4.9789786349536564,84.81266616976175
b530-n40-ogive-D12-4f-s55p0000-baseline-0,530,40,ogive,D12-5,4,55,baseline,0,0,0,226.58200301990908,324.55704943431874,0,31.695930637226677,completed,[],176.0188502840058,12.704849511984095,2.5324173758756174,2.614202808536849,4.984175794537103,0.07929990048329887
b530-n40-ogive-D12-4f-s55p0000-baseline-0,530,40,ogive,D12-5,4,55,baseline,0,2,0,226.58200301990908,324.55704943431874,0,31.695930637226677,completed,[],173.93855901660797,12.699951503936221,2.741949063719871,4.244284234587613,4.984175694154206,42.51950344759221
b530-n40-ogive-D12-4f-s55p0000-baseline-0,530,40,ogive,D12-5,4,55,baseline,0,4,0,226.58200301990908,324.55704943431874,0,31.695930637226677,completed,[],168.16936527422385,12.698215213391627,2.3783296967047844,7.6684452758598045,4.984175639200352,83.51929031291199
b530-n40-ogive-E12-3f-s45p0000-baseline-0,530,40,ogive,E12-6,3,45,baseline,0,0,0,236.1213667099249,329.7023257002823,0,24.935294327242488,completed,[],348.33850407832523,13.062469886833998,2.347412762722907,2.3445818300112387,4.91995329734545,0.21739182453635772
b530-n40-ogive-E12-3f-s45p0000-baseline-0,530,40,ogive,E12-6,3,45,baseline,0,2,0,236.1213667099249,329.7023257002823,0,24.935294327242488,completed,[],345.37498452864975,13.058415879087981,1.6162082511294926,4.380019745862619,4.9199530786738785,98.17996203618114
b530-n40-ogive-E12-3f-s45p0000-baseline-0,530,40,ogive,E12-6,3,45,baseline,0,4,0,236.1213667099249,329.7023257002823,0,24.935294327242488,completed,[],337.3539468897918,13.056824904663577,1.204497776959847,7.4634534810858915,4.919952843749624,195.56797145247887
b530-n40-ogive-E12-3f-s50p0000-baseline-0,530,40,ogive,E12-6,3,50,baseline,0,0,0,237.31430776529592,330.8022386708255,0,26.1282353826135,completed,[],342.1390929263402,12.98462994960347,2.633571765315562,1.6001868799338588,4.934590057546111,0.21303758948620066
b530-n40-ogive-E12-3f-s50p0000-baseline-0,530,40,ogive,E12-6,3,50,baseline,0,2,0,237.31430776529592,330.8022386708255,0,26.1282353826135,completed,[],339.0170566381125,12.98048376683146,1.8988598508330374,4.218287450999841,4.934589923608345,93.65011760554893
b530-n40-ogive-E12-3f-s50p0000-baseline-0,530,40,ogive,E12-6,3,50,baseline,0,4,0,237.31430776529592,330.8022386708255,0,26.1282353826135,completed,[],330.4332572165864,12.978883434366363,1.4674219779464437,7.701663202236636,4.934589736977219,185.9753610728289
b530-n40-ogive-E12-3f-s53p6538-baseline-0,530,40,ogive,E12-6,3,53.65384615384615,baseline,0,0,0,238.18607238268243,331.5990536718847,0,27.0,completed,[],337.65498733965717,12.928251151412137,2.8047091039281,1.0592628441316805,4.9452588698564455,0.21265023251053053
b530-n40-ogive-E12-3f-s53p6538-baseline-0,530,40,ogive,E12-6,3,53.65384615384615,baseline,0,2,0,238.18607238268243,331.5990536718847,0,27.0,completed,[],334.443265663001,12.924035951845445,2.0761271151490166,4.152709698283556,4.945258623450311,90.6917411706304
b530-n40-ogive-E12-3f-s53p6538-baseline-0,530,40,ogive,E12-6,3,53.65384615384615,baseline,0,4,0,238.18607238268243,331.5990536718847,0,27.0,completed,[],325.54221399053864,12.922428576339964,1.6369171065153763,7.866635667120762,4.945258510814535,179.72237580413955
b530-n40-ogive-E12-3f-s55p0000-baseline-0,530,40,ogive,E12-6,3,55,baseline,0,0,0,238.5072488206669,331.89114877796385,0,27.321176437984473,completed,[],336.01834558089354,12.907588622512101,2.8610507937056466,0.8612924399519033,4.949183641362155,0.20963974225575405
b530-n40-ogive-E12-3f-s55p0000-baseline-0,530,40,ogive,E12-6,3,55,baseline,0,2,0,238.5072488206669,331.89114877796385,0,27.321176437984473,completed,[],332.7764305246555,12.903348255258262,2.1360235745669014,4.142180820647397,4.94918348582684,89.66349339767285
b530-n40-ogive-E12-3f-s55p0000-baseline-0,530,40,ogive,E12-6,3,55,baseline,0,4,0,238.5072488206669,331.89114877796385,0,27.321176437984473,completed,[],323.7846366171557,12.901739114989033,1.695118575042802,7.925003367409713,4.949183302343992,177.5829615000637
b530-n40-ogive-E12-4f-s45p0000-baseline-0,530,40,ogive,E12-6,4,45,baseline,0,0,0,239.70082687225317,332.9697662218204,0,28.51475448957076,completed,[],335.09938854762,13.076289504698831,2.812541237086813,0.8766512253123843,4.963742085633249,0.20899118766431035
b530-n40-ogive-E12-4f-s45p0000-baseline-0,530,40,ogive,E12-6,4,45,baseline,0,2,0,239.70082687225317,332.9697662218204,0,28.51475448957076,completed,[],331.87739793482314,13.072000083545522,2.093059456351572,4.143153977279896,4.963741923794343,89.07443934531125
b530-n40-ogive-E12-4f-s45p0000-baseline-0,530,40,ogive,E12-6,4,45,baseline,0,4,0,239.70082687225317,332.9697662218204,0,28.51475448957076,completed,[],322.95792134877763,13.07030201975087,1.6543267533957562,7.917795105132031,4.9637417355030955,176.55843794232032
