design,body_mm,nose_mm,nose_shape,motor,fin_count,span_mm,variant,variant_size,wind_m_s,wind_heading_deg,launch_mass_g,loaded_cg_mm,added_mass_g,collar_mass_g,status,warnings,apogee_m,guide_m_s,stability_cal,deployment_m_s,descent_m_s,drift_m
b500-n50-conical-D12-4f-s53p6538-baseline-0,500,50,conical,D12-5,4,53.65384615384615,baseline,0,0,0,222.6256259340206,322.8732812852733,0,31.267695386580698,completed,[],173.89429724445526,12.730447538779453,2.69824769012468,3.456736774414589,4.935953706033149,0.0711004929412434
b500-n50-conical-D12-4f-s53p6538-baseline-0,500,50,conical,D12-5,4,53.65384615384615,baseline,0,2,0,222.6256259340206,322.8732812852733,0,31.267695386580698,completed,[],171.88544614039438,12.724870822160387,2.387698283774766,4.579685851927951,4.935953585862747,43.42830971671275
b500-n50-conical-D12-4f-s53p6538-baseline-0,500,50,conical,D12-5,4,53.65384615384615,baseline,0,4,0,222.6256259340206,322.8732812852733,0,31.267695386580698,completed,[],166.34731897164986,12.722818669748396,2.1094094454378256,7.681506472282849,4.935953543932719,85.18016252867932
b500-n50-conical-D12-4f-s55p0000-baseline-0,500,50,conical,D12-5,4,55,baseline,0,0,0,223.05386118466657,323.2680785091561,0,31.695930637226677,completed,[],172.95762543240733,12.70132362169066,1.9354029458151951,3.6112868220249266,4.941195939615427,0.06824912327851364
b500-n50-conical-D12-4f-s55p0000-baseline-0,500,50,conical,D12-5,4,55,baseline,0,2,0,223.05386118466657,323.2680785091561,0,31.695930637226677,completed,[],170.9335224359702,12.69571157766008,2.454995532077399,4.702058565668912,4.941195820424052,42.82525879601434
b500-n50-conical-D12-4f-s55p0000-baseline-0,500,50,conical,D12-5,4,55,baseline,0,4,0,223.05386118466657,323.2680785091561,0,31.695930637226677,completed,[],165.34279388421714,12.693663430224763,2.1571852958869426,7.812384726343168,4.941195777872663,83.88333352407543
b500-n50-conical-E12-3f-s45p0000-baseline-0,500,50,conical,E12-6,3,45,baseline,0,0,0,232.5932248746824,327.7240051734797,0,24.935294327242488,completed,[],332.3720111077231,13.042227480437464,1.689268659802638,0.4123434719130081,4.876407718657287,0.19772331125026466
b500-n50-conical-E12-3f-s45p0000-baseline-0,500,50,conical,E12-6,3,45,baseline,0,2,0,232.5932248746824,327.7240051734797,0,24.935294327242488,completed,[],329.6334384311636,13.038738352974352,1.440481447048417,3.422844782563145,4.876407524890994,95.55428499947396
b500-n50-conical-E12-3f-s45p0000-baseline-0,500,50,conical,E12-6,3,45,baseline,0,4,0,232.5932248746824,327.7240051734797,0,24.935294327242488,completed,[],322.1169493869077,13.036834033063316,1.0656275260626225,6.762185757272932,4.876407271663867,190.0981661253113
b500-n50-conical-E12-3f-s50p0000-baseline-0,500,50,conical,E12-6,3,50,baseline,0,0,0,233.78616593005341,328.7485580289633,0,26.1282353826135,completed,[],326.9373143540745,13.213489276780583,1.4768438876939831,1.0517455857637144,4.891174760303165,0.19478763868390334
b500-n50-conical-E12-3f-s50p0000-baseline-0,500,50,conical,E12-6,3,50,baseline,0,2,0,233.78616593005341,328.7485580289633,0,26.1282353826135,completed,[],324.0378997450415,13.208544695237114,1.7154924678764216,3.7107166548570114,4.89117455451697,91.45206983455355
b500-n50-conical-E12-3f-s50p0000-baseline-0,500,50,conical,E12-6,3,50,baseline,0,4,0,233.78616593005341,328.7485580289633,0,26.1282353826135,completed,[],316.03829471473784,13.20646146726718,1.3259491355379303,7.250375867177827,4.891174406127648,181.2514385161468
b500-n50-conical-E12-3f-s53p6538-baseline-0,500,50,conical,E12-6,3,53.65384615384615,baseline,0,0,0,234.65793054743992,329.49068197458445,0,27.0,completed,[],323.00015233457873,13.155395756943568,1.8430016805544451,1.5188642701842077,4.901937913770805,0.19120373694517032
b500-n50-conical-E12-3f-s53p6538-baseline-0,500,50,conical,E12-6,3,53.65384615384615,baseline,0,2,0,234.65793054743992,329.49068197458445,0,27.0,completed,[],320.00520537784143,13.150384989030965,1.8808751625518603,3.953032447956626,4.901937807790006,88.68082089974742
b500-n50-conical-E12-3f-s53p6538-baseline-0,500,50,conical,E12-6,3,53.65384615384615,baseline,0,4,0,234.65793054743992,329.49068197458445,0,27.0,completed,[],311.7207094594874,13.148300130721342,1.4852998599988092,7.585982751952682,4.901937582223858,175.35766292442233
b500-n50-conical-E12-3f-s55p0000-baseline-0,500,50,conical,E12-6,3,55,baseline,0,0,0,234.9791069854244,329.7627079922034,0,27.321176437984473,completed,[],321.56172596706267,13.134101734372006,2.1136888465002643,1.6902109257785811,4.9058974189426126,0.1889711621966959
