finish_allowance_g,body_mm,nose_mm,nose_shape,span_mm,fin_root_mm,motor,wind_m_s,launch_mass_g,loaded_cg_mm,apogee_m,guide_m_s,stability_cal,deployment_m_s,descent_m_s,drift_m,status
5,500.0,50.0,conical,53.65384615384615,,D12-5,4.0,247.4695166569279,308.9796097192029,145.56377882437422,12.304155577009688,1.9435722516426195,9.661045996126171,5.231283360308467,59.60152703058757,completed
5,500.0,50.0,conical,53.65384615384615,,E12-6,0.0,263.76951665692786,319.0523519953041,289.1099941504882,12.618594549066453,2.4316215770109006,3.327335682422708,5.248709033407045,0.17274118998228596,completed
5,500.0,50.0,conical,53.65384615384615,,E12-6,2.0,263.76951665692786,319.0523519953041,285.6008262396351,12.614157463976841,2.1130779675691143,5.649363088204725,5.248649159564742,62.48720576587113,completed
5,500.0,50.0,conical,53.65384615384615,,E12-6,4.0,263.76951665692786,319.0523519953041,275.90198348975025,12.612539946174087,1.7123862539711414,9.959457578948266,5.248589244473867,122.17818149352784,completed
5,500.0,50.0,ogive,53.65384615384615,,D12-5,0.0,251.0406806038848,304.9065874262267,155.15940231423988,12.26846273694711,2.715503660659362,4.899583931005413,5.272511712322054,0.05550052934615744,completed
5,500.0,50.0,ogive,53.65384615384615,,D12-5,2.0,251.0406806038848,304.9065874262267,153.07949761693442,12.26450344533672,2.2571572624810905,6.0345416409264985,5.272451562804554,30.112775405876405,completed
5,500.0,50.0,ogive,53.65384615384615,,D12-5,4.0,251.0406806038848,304.9065874262267,147.34163384469306,12.263278320490944,1.9595576160543824,9.532793386478652,5.272391504546666,58.41277314680927,completed
5,500.0,50.0,ogive,53.65384615384615,,E12-6,0.0,267.3406806038848,315.09311279453584,300.6464815148879,12.420059467694793,2.3220155497665345,1.091514347676819,5.289683623020662,0.1946599792030371,completed
5,500.0,50.0,ogive,53.65384615384615,,E12-6,2.0,267.3406806038848,315.09311279453584,296.88633173674225,12.416371359597923,2.130852447393375,5.1373277953571606,5.289623236076618,63.087445157971,completed
5,500.0,50.0,ogive,53.65384615384615,,E12-6,4.0,267.3406806038848,315.09311279453584,286.4941077495867,12.415146661173196,1.7171321451113217,9.962590614319746,5.289562896196126,123.84101064642991,completed
