case,execution,evaluation,apogee_m,guide_departure_m_s,minimum_ascent_stability_cal,deployment_speed_m_s,landing_descent_m_s,landing_displacement_m,peak_powered_acceleration_g,peak_powered_specific_force_estimate_g,peak_powered_speed_m_s
dummy-B4-4-wind0,completed,outside configured limits,20.13918074521195,7.555758256372316,2.1312233520862445,,16.38587563467729,0.5479768827869153,6.425234203274758,7.424227408072567,14.767876774870757
dummy-B4-4-wind2,completed,outside configured limits,19.48257721209073,7.5758933103943225,1.374088690225645,,18.550699962274816,7.582522830732768,6.42391985860148,7.422913063399321,14.543241661098294
dummy-C6-3-wind0,completed,outside configured limits,73.96680833894438,8.374770226761727,1.7739742263713618,1.4448811851208445,5.075311700633507,0.03165630537425331,7.028469087340725,8.02746224887281,30.539685931974148
dummy-C6-3-wind2,completed,outside configured limits,69.95946916497024,8.368185653241117,1.5223041794388743,6.9501204362497875,5.075253885262716,1.8515975450148598,7.024897273659018,8.023890435191905,30.402876817118482
dummy-C6-5-wind0,completed,outside configured limits,73.96680833894438,8.374770226761727,1.7739742263713618,16.11392728841308,5.075311784834443,0.6411434585994689,7.028469087340725,8.02746224887281,30.539685931974148
dummy-C6-5-wind2,completed,outside configured limits,69.95946916497024,8.368185653241117,1.5223041794388743,21.66621124811662,5.07525388951434,23.115964676778493,7.024897273659018,8.023890435191905,30.402876817118482
dummy-C5-3-wind0,completed,incomplete inputs,59.49825716713795,12.520111627954684,1.9704081602114445,7.432039103937342,5.082795153667977,0.06161777740781607,10.667511280132766,11.666504308967212,23.100946669204532
dummy-C5-3-wind2,completed,incomplete inputs,57.620309734365634,12.513869938633041,1.68448004914887,8.616052204018784,5.082737202005816,2.9307117020593454,10.659464264787152,11.65845729366783,22.94908069515247
actual-A8-3-wind0,completed,outside configured limits,5.6094073346244855,5.894251576289396,2.2442664088138935,,10.200409357614888,0.13825342214583472,4.75939233547614,5.758385512414904,7.089292859043443
actual-A8-3-wind2,completed,outside configured limits,5.594999918386226,5.888116739879526,1.2254848329812245,,9.518975978094373,0.3475247821136652,4.7572594836658775,5.756252660605963,7.070140815784892
actual-B4-4-wind0,completed,outside configured limits,20.13918074521195,7.555758256372316,2.1312233520862445,,16.385875634677294,0.547976882786916,6.425234203274758,7.424227408072567,14.767876774870757
actual-B4-4-wind2,completed,outside configured limits,19.48257721209073,7.5758933103943225,1.3740886902256464,,18.550699962274802,7.582522830732767,6.42391985860148,7.422913063399321,14.543241661098294
actual-C6-3-wind0,completed,outside configured limits,73.96680833894438,8.374770226761727,1.7739742263713618,1.4448811851208445,5.075311700633507,0.03165630537425331,7.028469087340725,8.02746224887281,30.539685931974148
actual-C6-3-wind2,completed,outside configured limits,69.95946916497078,8.368185653241117,1.522304179438873,6.950120436249173,5.075253885262716,1.851597545013622,7.024897273659018,8.023890435191905,30.402876817118486
actual-C6-5-wind0,completed,outside configured limits,73.96680833894438,8.374770226761727,1.7739742263713618,16.113927288413077,5.075311784834443,0.6411434585994696,7.028469087340725,8.02746224887281,30.539685931974148
actual-C6-5-wind2,completed,outside configured limits,69.95946916497078,8.368185653241117,1.522304179438873,21.66621124811623,5.07525388951434,23.1159646767754,7.024897273659018,8.023890435191905,30.402876817118486
actual-C5-3-wind0,completed,incomplete inputs,59.49825716713795,12.520111627954684,1.9704081602114458,7.432039103937342,5.082795153667977,0.06161777740781607,10.667511280132766,11.666504308967212,23.100946669204532
actual-C5-3-wind2,completed,incomplete inputs,57.62030973436551,12.513869938633041,1.68448004914887,8.616052204019093,5.082737202005816,2.9307117020588587,10.659464264787152,11.65845729366783,22.94908069515246
